"","Estado","Municipio","Colonia","ids"
"4377","Puebla","Aljojuca","San Antonio la Cuchilla","PU.AL.SC"
"4378","Puebla","Aljojuca","San Antonio Jalapasco","PU.AL.SJ"
"4379","Puebla","Aljojuca","Jalapasco el Grande","PU.AL.JG"
"4380","Puebla","San Juan Atenco","San Juan Atenco","PU.SA.SA"
"4381","Puebla","San Juan Atenco","San José Guerrero","PU.SA.SG"
"4382","Puebla","San Juan Atenco","Tres Cruces Ocotepec","PU.SA.TO"
"4383","Puebla","San Juan Atenco","Santa Cruz Coyotepec","PU.SA.SC"
"4384","Puebla","San Juan Atenco","El Llano","PU.SA.EL"
"4385","Puebla","Tepeaca","El Calvario","PU.TE.EC"
"4386","Puebla","Tepeaca","Santa Cruz Temilco","PU.TE.ST"
"4387","Puebla","Tepeaca","San Juan Negrete","PU.TE.SN"
"4388","Puebla","Tepeaca","Hermosa Provincia","PU.TE.HP"
"4389","Puebla","Tepeaca","Bella Vista","PU.TE.BV"
"4390","Puebla","Tepeaca","Santa Apolonia","PU.TE.SA"
"4391","Puebla","Tepeaca","San José","PU.TE.SJ"
"4392","Puebla","Tepeaca","San Diego","PU.TE.SD"
"4393","Puebla","Tepeaca","Del Campo","PU.TE.DC"
"4394","Puebla","Tepeaca","Lomas del Calvario","PU.TE.LC"
"4395","Puebla","Tepeaca","San Miguel","PU.TE.SM"
"4396","Puebla","Tepeaca","Tepeaca Centro","PU.TE.TC"
"4397","Puebla","Tepeaca","Central de Abastos","PU.TE.CA"
"4398","Puebla","Tepeaca","El Vergel","PU.TE.EV"
"4399","Puebla","Tepeaca","Guadalupe","PU.TE.GG"
"4400","Puebla","Tepeaca","El Campo","PU.TE.EC"
"4401","Puebla","Tepeaca","Del Santuario","PU.TE.DS"
"4402","Puebla","Tepeaca","Jamaica","PU.TE.JJ"
"4403","Puebla","Tepeaca","San Luis","PU.TE.SL"
"4404","Puebla","Tepeaca","Santa Cruz Tlahuilola","PU.TE.ST"
"4405","Puebla","Tepeaca","La Santísima","PU.TE.LS"
"4406","Puebla","Tepeaca","San Sebastián","PU.TE.SS"
"4407","Puebla","Tepeaca","El Divino Salvador","PU.TE.ES"
"4408","Puebla","Tepeaca","Ecchomo","PU.TE.EE"
"4409","Puebla","Tepeaca","Espiridión Reyes Flores","PU.TE.EF"
"4410","Puebla","Tepeaca","San Mateo Parra","PU.TE.SP"
"4411","Puebla","Tepeaca","Zahuatlán de Morelos (San José)","PU.TE.ZJ"
"4412","Puebla","Tepeaca","Guadalupe Calderón","PU.TE.GC"
"4413","Puebla","Tepeaca","San José Carpinteros","PU.TE.SC"
"4414","Puebla","Tepeaca","Primera Sección Santiago Acatlán","PU.TE.PA"
"4415","Puebla","Tepeaca","San Nicolás Tolentino","PU.TE.ST"
"4416","Puebla","Tepeaca","Santiago Acatlán","PU.TE.SA"
"4417","Puebla","Tepeaca","San Miguel","PU.TE.SM"
"4418","Puebla","Tepeaca","Tlayoatla Joya de Rodríguez","PU.TE.TR"
"4419","Puebla","Tepeaca","San Cristóbal los Nava","PU.TE.SN"
"4420","Puebla","Tepeaca","San Francisco Buenavista","PU.TE.SB"
"4421","Puebla","Tepeaca","San Cristóbal Hidalgo","PU.TE.SH"
"4422","Puebla","Tepeaca","San Felipe Tenextepec","PU.TE.ST"
"4423","Puebla","Tepeaca","Microondas","PU.TE.MM"
"4424","Puebla","Tepeaca","La Esperanza","PU.TE.LE"
"4425","Puebla","Tepeaca","San Cristóbal (Ejido)","PU.TE.S("
"4426","Puebla","Tepeaca","San Bartolome Hueyapan","PU.TE.SH"
"4427","Puebla","Tepeaca","Ejido San Francisco Buenavista","PU.TE.EB"
"4428","Puebla","Tepeaca","San Pedro la Joya","PU.TE.SJ"
"4429","Puebla","Tepeaca","Los Reyes del Campo","PU.TE.LC"
"4430","Puebla","Tepeaca","Álvaro Obregón","PU.TE.ÁO"
"4431","Puebla","Tepeaca","San Lorenzo Joya de Rodríguez","PU.TE.SR"
"4432","Puebla","Tepeaca","Vicente Guerrero","PU.TE.VG"
"4433","Puebla","Tepeaca","El Zaranto","PU.TE.EZ"
"4434","Puebla","Tepeaca","Colonia San Miguel","PU.TE.CM"
"4435","Puebla","Tepeaca","Loma Bonita","PU.TE.LB"
"4436","Puebla","Tepeaca","Ejido San Hipólito","PU.TE.EH"
"4437","Puebla","Tepeaca","El Empalme","PU.TE.EE"
"4438","Puebla","Tepeaca","La Purificación Candelaria","PU.TE.LC"
"4439","Puebla","Tepeaca","San Nicolás Zoyapetlayuca","PU.TE.SZ"
"4440","Puebla","Tepeaca","Santa María Oxtotipan","PU.TE.SO"
"4441","Puebla","Tepeaca","San Pablo Actipan","PU.TE.SA"
"4442","Puebla","Tepeaca","San Hipólito Xochiltenango","PU.TE.SX"
"4443","Puebla","Cuautinchán","Cuautinchan","PU.CU.CC"
"4444","Puebla","Cuautinchán","San Jerónimo Almoloya","PU.CU.SA"
"4445","Puebla","Cuautinchán","Tlalmanalco","PU.CU.TT"
"4446","Puebla","Cuautinchán","Buenavista","PU.CU.BB"
"4447","Puebla","Cuautinchán","La Gloria","PU.CU.LG"
"4448","Puebla","Cuautinchán","Concepción Pardiñas","PU.CU.CP"
"4449","Puebla","Cuautinchán","San Lorenzo la Cañada","PU.CU.SC"
"4450","Puebla","Cuautinchán","Zacatla","PU.CU.ZZ"
"4451","Puebla","Cuautinchán","Dolores","PU.CU.DD"
"4452","Puebla","Cuautinchán","Totoquetzale","PU.CU.TT"
"4453","Puebla","Cuautinchán","Alpatlahuac","PU.CU.AA"
"4454","Puebla","Cuautinchán","San José (Colonia el Piojo)","PU.CU.SP"
"4455","Puebla","Cuautinchán","Santa Cruz Alpuyeca","PU.CU.SA"
"4456","Puebla","Cuautinchán","Tzotzocola","PU.CU.TT"
"4457","Puebla","Cuautinchán","José María Morelos","PU.CU.JM"
"4458","Puebla","Cuautinchán","Apapasco","PU.CU.AA"
"4459","Puebla","Cuautinchán","Huexocalco","PU.CU.HH"
"4460","Puebla","Cuautinchán","San Ramón Alpatláhuac","PU.CU.SA"
"4461","Puebla","Cuautinchán","Las Aguilillas","PU.CU.LA"
"4462","Puebla","Cuautinchán","Zapotetla","PU.CU.ZZ"
"4463","Puebla","Cuautinchán","El Esfuerzo","PU.CU.EE"
"4464","Puebla","Cuautinchán","Agua Santa","PU.CU.AS"
"4465","Puebla","Cuautinchán","La Lobera","PU.CU.LL"
"4466","Puebla","Cuautinchán","San Baltazar Torija","PU.CU.ST"
"4467","Puebla","Cuautinchán","Cuautenco","PU.CU.CC"
"4468","Puebla","Cuautinchán","El Granado","PU.CU.EG"
"4469","Puebla","Cuautinchán","Tlalcorral","PU.CU.TT"
"4470","Puebla","Cuautinchán","San Luis del Milagro","PU.CU.SM"
"4471","Puebla","Cuautinchán","San Daniel (El Paraíso)","PU.CU.SP"
"4472","Puebla","Cuautinchán","Nuevo","PU.CU.NN"
"4473","Puebla","Cuautinchán","El Carril","PU.CU.EC"
"4474","Puebla","Tecali de Herrera","Tecali de Herrera","PU.TE.TH"
"4475","Puebla","Tecali de Herrera","La Trinidad","PU.TE.LT"
"4476","Puebla","Tecali de Herrera","La Magdalena","PU.TE.LM"
"4477","Puebla","Tecali de Herrera","Santa Cruz Ajajalpan","PU.TE.SA"
"4478","Puebla","Tecali de Herrera","San Luis Ajajalpan","PU.TE.SA"
"4479","Puebla","Tecali de Herrera","Tzocuilac","PU.TE.TT"
"4480","Puebla","Tecali de Herrera","Guadalupe","PU.TE.GG"
"4481","Puebla","Tecali de Herrera","Santiagotzingo","PU.TE.SS"
"4482","Puebla","Tecali de Herrera","Concepción Cuautla","PU.TE.CC"
"4483","Puebla","Tecali de Herrera","Zoyatepec","PU.TE.ZZ"
"4484","Puebla","Tecali de Herrera","Aquiles Serdán","PU.TE.AS"
"4485","Puebla","Tecali de Herrera","Tecorral","PU.TE.TT"
"4486","Puebla","Tecali de Herrera","Cozahuatla","PU.TE.CC"
"4487","Puebla","Tecali de Herrera","San Buenaventura","PU.TE.SB"
"4488","Puebla","Tecali de Herrera","Ahuatepec","PU.TE.AA"
"4489","Puebla","Mixtla","San Francisco Mixtla","PU.MI.SM"
"4490","Puebla","Mixtla","San Simón Coatepec","PU.MI.SC"
"4491","Puebla","Santo Tomás Hueyotlipan","Santo Tomás Hueyotlipan","PU.SA.SH"
"4492","Puebla","Santo Tomás Hueyotlipan","San Miguel Zacaola","PU.SA.SZ"
"4493","Puebla","Tzicatlacoyan","Tzicatlacoyan","PU.TZ.TT"
"4494","Puebla","Tzicatlacoyan","San Isidro Chiapa","PU.TZ.SC"
"4495","Puebla","Tzicatlacoyan","Acuexcomac","PU.TZ.AA"
"4496","Puebla","Tzicatlacoyan","Santa Cruz el Calvario","PU.TZ.SC"
"4497","Puebla","Tzicatlacoyan","La Tranca","PU.TZ.LT"
"4498","Puebla","Tzicatlacoyan","Zacanoxtla","PU.TZ.ZZ"
"4499","Puebla","Tzicatlacoyan","San Francisco Lagunillas","PU.TZ.SL"
"4500","Puebla","Tzicatlacoyan","Tepanene","PU.TZ.TT"
"4501","Puebla","Tzicatlacoyan","Cuacnopala","PU.TZ.CC"
"4502","Puebla","Tzicatlacoyan","La Santa Cruz","PU.TZ.LC"
"4503","Puebla","Tzicatlacoyan","Texaluca","PU.TZ.TT"
"4504","Puebla","Tzicatlacoyan","San Antonio Juárez","PU.TZ.SJ"
"4505","Puebla","Tzicatlacoyan","San Martín Teteles","PU.TZ.ST"
"4506","Puebla","Tzicatlacoyan","Balvanera","PU.TZ.BB"
"4507","Puebla","Huehuetlán el Grande","Santo Domingo Huehuetlán el Grande","PU.HU.SG"
"4508","Puebla","Huehuetlán el Grande","Analco","PU.HU.AA"
"4509","Puebla","Huehuetlán el Grande","Primera Sección","PU.HU.PS"
"4510","Puebla","Huehuetlán el Grande","San Antonio Coatepec (Tierra Blanca)","PU.HU.SB"
"4511","Puebla","Huehuetlán el Grande","Ixtlahuacán","PU.HU.II"
"4512","Puebla","Huehuetlán el Grande","Atotonilco","PU.HU.AA"
"4513","Puebla","Huehuetlán el Grande","San Pedro Ajalpan","PU.HU.SA"
"4514","Puebla","Huehuetlán el Grande","San Martín Atempan","PU.HU.SA"
"4515","Puebla","Huehuetlán el Grande","San Juan Coatetelco","PU.HU.SC"
"4516","Puebla","Huehuetlán el Grande","San Miguel Atlapulco","PU.HU.SA"
"4517","Puebla","Huehuetlán el Grande","San Agustín Ahuehuetla","PU.HU.SA"
"4518","Puebla","Huehuetlán el Grande","Agrícola Hidalgo","PU.HU.AH"
"4519","Puebla","Huehuetlán el Grande","San Nicolás Huajuapan","PU.HU.SH"
"4520","Puebla","Huehuetlán el Grande","Santa Martha Yancuitlalpan","PU.HU.SY"
"4521","Puebla","Huehuetlán el Grande","Santa Ana Otzolotepec","PU.HU.SO"
"4522","Puebla","Huehuetlán el Grande","El Naranja","PU.HU.EN"
"4523","Puebla","La Magdalena Tlatlauquitepec","La Magdalena Tlatlauquitepec","PU.LA.LT"
"4524","Puebla","San Juan Atzompa","San Juan Atzompa","PU.SA.SA"
"4525","Puebla","Huatlatlauca","Huatlatlauca","PU.HU.HH"
"4526","Puebla","Huatlatlauca","Socontitla (Barranca Socontitla)","PU.HU.SS"
"4527","Puebla","Huatlatlauca","San Miguel Cosahuatla","PU.HU.SC"
"4528","Puebla","Huatlatlauca","Santa María Coacuacán","PU.HU.SC"
"4529","Puebla","Huatlatlauca","Cantera San Pablo","PU.HU.CP"
"4530","Puebla","Huatlatlauca","San Pablo Zoyatitlanapan","PU.HU.SZ"
"4531","Puebla","Huatlatlauca","Tempexquixtla","PU.HU.TT"
"4532","Puebla","Huatlatlauca","Álvaro Obregón","PU.HU.ÁO"
"4533","Puebla","Huatlatlauca","Álvaro Obregón (Barranca San Miguel)","PU.HU.ÁM"
"4534","Puebla","Huatlatlauca","Copalcotitla","PU.HU.CC"
"4535","Puebla","Huatlatlauca","Emiliano Zapata","PU.HU.EZ"
"4536","Puebla","Huatlatlauca","Rancho Rosas","PU.HU.RR"
"4537","Puebla","Huatlatlauca","Baixtla","PU.HU.BB"
"4538","Puebla","Huatlatlauca","Santo Tomás Atlixilihuian","PU.HU.SA"
"4539","Puebla","Huatlatlauca","Chimala","PU.HU.CC"
"4540","Puebla","Huatlatlauca","San Nicolás Atlalpan","PU.HU.SA"
"4541","Puebla","Huatlatlauca","Tepanacitla (Guadalupe Tepanacitla)","PU.HU.TT"
"4542","Puebla","Huatlatlauca","Quetzalapa (San Baltazar Quetzalapa)","PU.HU.QQ"
"4543","Puebla","Huatlatlauca","Tochmatzintla","PU.HU.TT"
"4544","Puebla","Huatlatlauca","Ahuatempan (San Lucas Ahuatempan)","PU.HU.AA"
"4545","Puebla","Huatlatlauca","Tepetzitzintla","PU.HU.TT"
"4546","Puebla","Los Reyes de Juárez","Concordia de Aquiles Serdán","PU.LO.CS"
"4547","Puebla","Los Reyes de Juárez","Los Reyes de Juárez","PU.LO.LJ"
"4548","Puebla","Los Reyes de Juárez","Vicente Guerrero","PU.LO.VG"
"4549","Puebla","Los Reyes de Juárez","San Juan Acozac","PU.LO.SA"
"4550","Puebla","Los Reyes de Juárez","Buenavista de Juárez","PU.LO.BJ"
"4551","Puebla","Los Reyes de Juárez","Santiago Acozac","PU.LO.SA"
"4552","Puebla","Los Reyes de Juárez","El Alto","PU.LO.EA"
"4553","Puebla","Los Reyes de Juárez","Benito Juárez","PU.LO.BJ"
"4554","Puebla","Cuapiaxtla de Madero","Cuapiaxtla de Madero","PU.CU.CM"
"4555","Puebla","Cuapiaxtla de Madero","Hermosillo","PU.CU.HH"
"4556","Puebla","Cuapiaxtla de Madero","Miguel Negrete","PU.CU.MN"
"4557","Puebla","San Salvador Huixcolotla","San Salvador Huixcolotla","PU.SA.SH"
"4558","Puebla","San Salvador Huixcolotla","El Calvario","PU.SA.EC"
"4559","Puebla","San Salvador Huixcolotla","San Antonio","PU.SA.SA"
"4560","Puebla","San Salvador Huixcolotla","Dolores","PU.SA.DD"
"4561","Puebla","San Salvador Huixcolotla","Central de Abastos","PU.SA.CA"
"4562","Puebla","San Salvador Huixcolotla","La Candelaria","PU.SA.LC"
"4563","Puebla","San Salvador Huixcolotla","La Concepción","PU.SA.LC"
"4564","Puebla","San Salvador Huixcolotla","San Martín","PU.SA.SM"
"4565","Puebla","Quecholac","Del Rosario","PU.QU.DR"
"4566","Puebla","Quecholac","San Lorenzo","PU.QU.SL"
"4567","Puebla","Quecholac","San Diego","PU.QU.SD"
"4568","Puebla","Quecholac","San Juan II","PU.QU.SI"
"4569","Puebla","Quecholac","Del Padre Jeús","PU.QU.DJ"
"4570","Puebla","Quecholac","San Juan","PU.QU.SJ"
"4571","Puebla","Quecholac","San Miguel","PU.QU.SM"
"4572","Puebla","Quecholac","Del Calvario","PU.QU.DC"
"4573","Puebla","Quecholac","Las Ánimas","PU.QU.LÁ"
"4574","Puebla","Quecholac","La Compañia","PU.QU.LC"
"4575","Puebla","Quecholac","Quecholac","PU.QU.QQ"
"4576","Puebla","Quecholac","Los Tepetates (Rancho las Águilas)","PU.QU.LÁ"
"4577","Puebla","Quecholac","La Zenaida (San Isidro)","PU.QU.LI"
"4578","Puebla","Quecholac","La Candelaria","PU.QU.LC"
"4579","Puebla","Quecholac","San José Cotzitla","PU.QU.SC"
"4580","Puebla","Quecholac","Santa Anita","PU.QU.SA"
"4581","Puebla","Quecholac","Los Flores","PU.QU.LF"
"4582","Puebla","Quecholac","La Concepción","PU.QU.LC"
"4583","Puebla","Quecholac","Enríquez","PU.QU.EE"
"4584","Puebla","Quecholac","La Palma (Los Ladrillos)","PU.QU.LL"
"4585","Puebla","Quecholac","San Antonio Tenexcala","PU.QU.ST"
"4586","Puebla","Quecholac","Santa Catarina Villanueva","PU.QU.SV"
"4587","Puebla","Quecholac","Guadalupe Enríquez","PU.QU.GE"
"4588","Puebla","Quecholac","Villa del Alto","PU.QU.VA"
"4589","Puebla","Quecholac","Santa María Tezahuapan","PU.QU.ST"
"4590","Puebla","Quecholac","Guadalupe","PU.QU.GG"
"4591","Puebla","Quecholac","Santa María Coscomaya","PU.QU.SC"
"4592","Puebla","Quecholac","El Jazmín","PU.QU.EJ"
"4593","Puebla","Quecholac","San Simón de Bravo","PU.QU.SB"
"4594","Puebla","Quecholac","Casa blanca Analco","PU.QU.CA"
"4595","Puebla","Quecholac","San Martín Analco","PU.QU.SA"
"4596","Puebla","Quecholac","El Carmen","PU.QU.EC"
"4597","Puebla","Quecholac","Guadalupe Analco","PU.QU.GA"
"4598","Puebla","Quecholac","Froylán C. Manjarrez","PU.QU.FM"
"4599","Puebla","Quecholac","El Carmen","PU.QU.EC"
"4600","Puebla","Quecholac","San Antonio","PU.QU.SA"
"4601","Puebla","Quecholac","San Francisco","PU.QU.SF"
"4602","Puebla","Quecholac","Las Cruces","PU.QU.LC"
"4603","Puebla","Quecholac","Palmarito Tochapan","PU.QU.PT"
"4604","Puebla","Quecholac","La Inmaculada Concepción","PU.QU.LC"
"4605","Puebla","Quecholac","San José Tuzuapan","PU.QU.ST"
"4606","Puebla","Quecholac","San Isidro","PU.QU.SI"
"4607","Puebla","Quecholac","San José","PU.QU.SJ"
"4608","Puebla","Quecholac","Progreso de Madero","PU.QU.PM"
"4609","Puebla","Quecholac","Los Limones","PU.QU.LL"
"4610","Puebla","Quecholac","Francisco I Madero","PU.QU.FM"
"4611","Puebla","Quecholac","San Bartolome Coscomaya","PU.QU.SC"
"4612","Puebla","Quecholac","El Apocentillo","PU.QU.EA"
"4613","Puebla","Quecholac","Palmarito","PU.QU.PP"
"4614","Puebla","Quecholac","La Cobacha","PU.QU.LC"
"4615","Puebla","Quecholac","San Cayetano","PU.QU.SC"
"4616","Puebla","Quecholac","San Diego","PU.QU.SD"
"4617","Puebla","Tecamachalco","Tecamachalco Centro","PU.TE.TC"
"4618","Puebla","Tecamachalco","Valles del Sol","PU.TE.VS"
"4619","Puebla","Tecamachalco","Rincón Encantado","PU.TE.RE"
"4620","Puebla","Tecamachalco","Avitec","PU.TE.AA"
"4621","Puebla","Tecamachalco","San Martín de Porres","PU.TE.SP"
"4622","Puebla","Tecamachalco","La Villita","PU.TE.LV"
"4623","Puebla","Tecamachalco","FOVISSSTE","PU.TE.FF"
"4624","Puebla","Tecamachalco","La Villita","PU.TE.LV"
"4625","Puebla","Tecamachalco","INFONAVIT Los Arcos","PU.TE.IA"
"4626","Puebla","Tecamachalco","La Providencia","PU.TE.LP"
"4627","Puebla","Tecamachalco","Jonetlán","PU.TE.JJ"
"4628","Puebla","Tecamachalco","FETSE","PU.TE.FF"
"4629","Puebla","Tecamachalco","San Juan","PU.TE.SJ"
"4630","Puebla","Tecamachalco","El Vergel","PU.TE.EV"
"4631","Puebla","Tecamachalco","El Nacimiento","PU.TE.EN"
"4632","Puebla","Tecamachalco","Capula","PU.TE.CC"
"4633","Puebla","Tecamachalco","El Laurel","PU.TE.EL"
"4634","Puebla","Tecamachalco","Xochimilco","PU.TE.XX"
"4635","Puebla","Tecamachalco","Santiago Alseseca","PU.TE.SA"
"4636","Puebla","Tecamachalco","San Antonio","PU.TE.SA"
"4637","Puebla","Tecamachalco","San Nicolás","PU.TE.SN"
"4638","Puebla","Tecamachalco","Santa Rosa","PU.TE.SR"
"4639","Puebla","Tecamachalco","José María Pino Suárez","PU.TE.JS"
"4640","Puebla","Tecamachalco","El Calvario","PU.TE.EC"
"4641","Puebla","Tecamachalco","San José","PU.TE.SJ"
"4642","Puebla","Tecamachalco","El Convento","PU.TE.EC"
"4643","Puebla","Tecamachalco","San Sebastián","PU.TE.SS"
"4644","Puebla","Tecamachalco","Las Maravillas","PU.TE.LM"
"4645","Puebla","Tecamachalco","El Tepeyac","PU.TE.ET"
"4646","Puebla","Tecamachalco","San Mateo Tlaixpan","PU.TE.ST"
"4647","Puebla","Tecamachalco","Juquila","PU.TE.JJ"
"4648","Puebla","Tecamachalco","San Isidro","PU.TE.SI"
"4649","Puebla","Tecamachalco","Jalacingo","PU.TE.JJ"
"4650","Puebla","Tecamachalco","Guadalupe","PU.TE.GG"
"4651","Puebla","Tecamachalco","Lomas de Santa Cruz","PU.TE.LC"
"4652","Puebla","Tecamachalco","El Salado","PU.TE.ES"
"4653","Puebla","Tecamachalco","San Gregorio Tlacomulco","PU.TE.ST"
"4654","Puebla","Tecamachalco","Lomas de Romero","PU.TE.LR"
"4655","Puebla","Tecamachalco","El Moralillo","PU.TE.EM"
"4656","Puebla","Tecamachalco","La Purísima de Hidalgo","PU.TE.LH"
"4657","Puebla","Tecamachalco","San José Machorro","PU.TE.SM"
"4658","Puebla","Tecamachalco","San Antonio Tecolco","PU.TE.ST"
"4659","Puebla","Tecamachalco","Veracrucito","PU.TE.VV"
"4660","Puebla","Tecamachalco","Cuije","PU.TE.CC"
"4661","Puebla","Tecamachalco","Francisco Villa","PU.TE.FV"
"4662","Puebla","Tecamachalco","Rubén Jaramillo","PU.TE.RJ"
"4663","Puebla","Tecamachalco","Cuauhtémoc","PU.TE.CC"
"4664","Puebla","Tecamachalco","La Soledad","PU.TE.LS"
"4665","Puebla","Tecamachalco","La Laguna","PU.TE.LL"
"4666","Puebla","Tecamachalco","San Antonio la Portilla","PU.TE.SP"
"4667","Puebla","Tecamachalco","San José la Portilla","PU.TE.SP"
"4668","Puebla","Tecamachalco","Lagunillas (Colonia Guzmán)","PU.TE.LG"
"4669","Puebla","Tecamachalco","San Baltasar","PU.TE.SB"
"4670","Puebla","Palmar de Bravo","La Purísima de Bravo","PU.PA.LB"
"4671","Puebla","Palmar de Bravo","Palmar de Bravo","PU.PA.PB"
"4672","Puebla","Palmar de Bravo","San José Bellavista de Victoria","PU.PA.SV"
"4673","Puebla","Palmar de Bravo","San Miguel Xaltepec","PU.PA.SX"
"4674","Puebla","Palmar de Bravo","Jesús Nazareno","PU.PA.JN"
"4675","Puebla","Palmar de Bravo","Guadalupe (Dolores)","PU.PA.G("
"4676","Puebla","Palmar de Bravo","Loma Bella (Loma del Pato)","PU.PA.LP"
"4677","Puebla","Palmar de Bravo","Santa Cruz Ocotlán","PU.PA.SO"
"4678","Puebla","Palmar de Bravo","Las Palmas","PU.PA.LP"
"4679","Puebla","Palmar de Bravo","Guadalupe (El Arenal)","PU.PA.GA"
"4680","Puebla","Palmar de Bravo","San Agustín","PU.PA.SA"
"4681","Puebla","Palmar de Bravo","Rincón Grande","PU.PA.RG"
"4682","Puebla","Palmar de Bravo","Cuesta Blanca","PU.PA.CB"
"4683","Puebla","Palmar de Bravo","Encrucijada Segunda Sección","PU.PA.ES"
"4684","Puebla","Palmar de Bravo","Cuesta Chica Piletas","PU.PA.CP"
"4685","Puebla","Palmar de Bravo","Encrucijada Primera Sección","PU.PA.ES"
"4686","Puebla","Palmar de Bravo","San Francisco Piletas","PU.PA.SP"
"4687","Puebla","Palmar de Bravo","Amozoquillo Piletas","PU.PA.AP"
"4688","Puebla","Palmar de Bravo","Contreras","PU.PA.CC"
"4689","Puebla","Palmar de Bravo","Rancho Verde","PU.PA.RV"
"4690","Puebla","Palmar de Bravo","Santa Cruz Monterrosas","PU.PA.SM"
"4691","Puebla","Palmar de Bravo","San Martín","PU.PA.SM"
"4692","Puebla","Palmar de Bravo","Ayala","PU.PA.AA"
"4693","Puebla","Palmar de Bravo","Trinidad el Arenal (La Nigua)","PU.PA.TN"
"4694","Puebla","Palmar de Bravo","Cuacnopalan","PU.PA.CC"
"4695","Puebla","Palmar de Bravo","Juquila","PU.PA.JJ"
"4696","Puebla","Palmar de Bravo","El Arenal","PU.PA.EA"
"4697","Puebla","Palmar de Bravo","Guadalupe Piletas","PU.PA.GP"
"4698","Puebla","Palmar de Bravo","San Juditas","PU.PA.SJ"
"4699","Puebla","Palmar de Bravo","El Marqués","PU.PA.EM"
"4700","Puebla","Palmar de Bravo","Santa Isabel Sabinal","PU.PA.SS"
"4701","Puebla","Palmar de Bravo","Los Reyes Altamira","PU.PA.LA"
"4702","Puebla","Palmar de Bravo","La Asunción","PU.PA.LA"
"4703","Puebla","Palmar de Bravo","La Soledad","PU.PA.LS"
"4704","Puebla","Palmar de Bravo","Cuexcomate","PU.PA.CC"
"4705","Puebla","Palmar de Bravo","San Isidro Monterrosas","PU.PA.SM"
"4706","Puebla","Palmar de Bravo","Tehuitzo","PU.PA.TT"
"4707","Puebla","Palmar de Bravo","Los Vergeles","PU.PA.LV"
"4708","Puebla","Chalchicomula de Sesma","San Francisco","PU.CH.SF"
"4709","Puebla","Chalchicomula de Sesma","La Concepción","PU.CH.LC"
"4710","Puebla","Chalchicomula de Sesma","Santa Elena","PU.CH.SE"
"4711","Puebla","Chalchicomula de Sesma","FOVISSSTE","PU.CH.FF"
"4712","Puebla","Chalchicomula de Sesma","Hacienda Santa Ana","PU.CH.HA"
"4713","Puebla","Chalchicomula de Sesma","Carmen Serdán","PU.CH.CS"
"4714","Puebla","Chalchicomula de Sesma","Lomas de la Concepción","PU.CH.LC"
"4715","Puebla","Chalchicomula de Sesma","La Pedrera","PU.CH.LP"
"4716","Puebla","Chalchicomula de Sesma","INFONAVIT San Andrés","PU.CH.IA"
"4717","Puebla","Chalchicomula de Sesma","Anagsa","PU.CH.AA"
"4718","Puebla","Chalchicomula de Sesma","Villa Reales de Serdán","PU.CH.VS"
"4719","Puebla","Chalchicomula de Sesma","Santa Cruz","PU.CH.SC"
"4720","Puebla","Chalchicomula de Sesma","Enrique Martínez Marquez","PU.CH.EM"
"4721","Puebla","Chalchicomula de Sesma","SESMA","PU.CH.SS"
"4722","Puebla","Chalchicomula de Sesma","Ciudad Serdán","PU.CH.CS"
"4723","Puebla","Chalchicomula de Sesma","La Gloria","PU.CH.LG"
"4724","Puebla","Chalchicomula de Sesma","Vica","PU.CH.VV"
"4725","Puebla","Chalchicomula de Sesma","Bosques de San José","PU.CH.BJ"
"4726","Puebla","Chalchicomula de Sesma","San Antonio el Pedregal","PU.CH.SP"
"4727","Puebla","Chalchicomula de Sesma","Paseos de San Andrés","PU.CH.PA"
"4728","Puebla","Chalchicomula de Sesma","De Jesús","PU.CH.DJ"
"4729","Puebla","Chalchicomula de Sesma","Del Santuario","PU.CH.DS"
"4730","Puebla","Chalchicomula de Sesma","San José Carpintero","PU.CH.SC"
"4731","Puebla","Chalchicomula de Sesma","Santa Cecilia","PU.CH.SC"
"4732","Puebla","Chalchicomula de Sesma","Guadalupe Linda Vista","PU.CH.GV"
"4733","Puebla","Chalchicomula de Sesma","Bosques de Guadalupe","PU.CH.BG"
"4734","Puebla","Chalchicomula de Sesma","Centro","PU.CH.CC"
"4735","Puebla","Chalchicomula de Sesma","De Cosomaloapan","PU.CH.DC"
"4736","Puebla","Chalchicomula de Sesma","Las Palmas","PU.CH.LP"
"4737","Puebla","Chalchicomula de Sesma","La Cuchilla","PU.CH.LC"
"4738","Puebla","Chalchicomula de Sesma","28 de Agosto","PU.CH.2A"
"4739","Puebla","Chalchicomula de Sesma","De San Juan","PU.CH.DJ"
"4740","Puebla","Chalchicomula de Sesma","Santa Ana","PU.CH.SA"
"4741","Puebla","Chalchicomula de Sesma","De Guadalupe","PU.CH.DG"
"4742","Puebla","Chalchicomula de Sesma","Fuentes de Guadalupe","PU.CH.FG"
"4743","Puebla","Chalchicomula de Sesma","Villas del Resbaladero","PU.CH.VR"
"4744","Puebla","Chalchicomula de Sesma","San Miguel Ocotenco","PU.CH.SO"
"4745","Puebla","Chalchicomula de Sesma","San Andrés","PU.CH.SA"
"4746","Puebla","Chalchicomula de Sesma","Ahuatepec del Camino","PU.CH.AC"
"4747","Puebla","Chalchicomula de Sesma","San Isidro Canoas Altas","PU.CH.SA"
"4748","Puebla","Chalchicomula de Sesma","San Francisco Cuautlancingo","PU.CH.SC"
