"","Estado","Municipio","Colonia","ids"
"1689","Puebla","Honey","La Esperanza","PU.HO.LE"
"1690","Puebla","Honey","Las Cumbres del Manzano","PU.HO.LM"
"1691","Puebla","Naupan","Chachahuantla","PU.NA.CC"
"1692","Puebla","Naupan","Copila","PU.NA.CC"
"1693","Puebla","Naupan","Iczotitla","PU.NA.II"
"1694","Puebla","Naupan","Naupan","PU.NA.NN"
"1695","Puebla","Naupan","Tlaxpanaloya","PU.NA.TT"
"1696","Puebla","Naupan","Mextla","PU.NA.MM"
"1697","Puebla","Naupan","Cueyatla","PU.NA.CC"
"1698","Puebla","Naupan","Tenextitla","PU.NA.TT"
"1699","Puebla","Naupan","Cuahuihuizotitla","PU.NA.CC"
"1700","Puebla","Huauchinango","Xaltepec","PU.HU.XX"
"1701","Puebla","Huauchinango","Papatlazolco","PU.HU.PP"
"1702","Puebla","Huauchinango","Tlalmaya","PU.HU.TT"
"1703","Puebla","Huauchinango","Las Colonias de Hidalgo","PU.HU.LH"
"1704","Puebla","Huauchinango","Tenango de las Flores","PU.HU.TF"
"1705","Puebla","Huauchinango","Ozomatlán","PU.HU.OO"
"1706","Puebla","Huauchinango","Tepetzintla de Galeana","PU.HU.TG"
"1707","Puebla","Huauchinango","Cuahueyatla","PU.HU.CC"
"1708","Puebla","Huauchinango","Ayohuixcuautla","PU.HU.AA"
"1709","Puebla","Huauchinango","Cuauxinca","PU.HU.CC"
"1710","Puebla","Huauchinango","Huilacapixtla","PU.HU.HH"
"1711","Puebla","Huauchinango","Alseseca","PU.HU.AA"
"1712","Puebla","Huauchinango","Matlaluca","PU.HU.MM"
"1713","Puebla","Huauchinango","Cuaxicala","PU.HU.CC"
"1714","Puebla","Huauchinango","San Miguel Acuautla","PU.HU.SA"
"1715","Puebla","Huauchinango","Michiuca","PU.HU.MM"
"1716","Puebla","Huauchinango","Patoltecoya","PU.HU.PP"
"1717","Puebla","Huauchinango","Totolapa","PU.HU.TT"
"1718","Puebla","Huauchinango","Tlacomulco","PU.HU.TT"
"1719","Puebla","Huauchinango","Puga","PU.HU.PP"
"1720","Puebla","Huauchinango","Venta Chica","PU.HU.VC"
"1721","Puebla","Huauchinango","Mesa de Capulines","PU.HU.MC"
"1722","Puebla","Huauchinango","El Mirador","PU.HU.EM"
"1723","Puebla","Huauchinango","Venta Grande","PU.HU.VG"
"1724","Puebla","Huauchinango","Ocpaco","PU.HU.OO"
"1725","Puebla","Huauchinango","Ahuacatlán","PU.HU.AA"
"1726","Puebla","Huauchinango","Ixhuacatla","PU.HU.II"
"1727","Puebla","Huauchinango","Xilocuautla","PU.HU.XX"
"1728","Puebla","Huauchinango","Xopanapa","PU.HU.XX"
"1729","Puebla","Huauchinango","Chicuase","PU.HU.CC"
"1730","Puebla","Huauchinango","Teopancingo","PU.HU.TT"
"1731","Puebla","Huauchinango","Huauchinango Centro","PU.HU.HC"
"1732","Puebla","Huauchinango","Independencia","PU.HU.II"
"1733","Puebla","Huauchinango","Morelos","PU.HU.MM"
"1734","Puebla","Huauchinango","El Ocote","PU.HU.EO"
"1735","Puebla","Huauchinango","La Petrolera","PU.HU.LP"
"1736","Puebla","Huauchinango","Agua Blanca","PU.HU.AB"
"1737","Puebla","Huauchinango","Texcapa","PU.HU.TT"
"1738","Puebla","Huauchinango","Santa Dora","PU.HU.SD"
"1739","Puebla","Huauchinango","El Derrumbe","PU.HU.ED"
"1740","Puebla","Huauchinango","El Cerrito","PU.HU.EC"
"1741","Puebla","Huauchinango","Los Pinos","PU.HU.LP"
"1742","Puebla","Huauchinango","Damnificados","PU.HU.DD"
"1743","Puebla","Huauchinango","Guadalupe","PU.HU.GG"
"1744","Puebla","Huauchinango","La Cumbre","PU.HU.LC"
"1745","Puebla","Huauchinango","5 de Octubre","PU.HU.5O"
"1746","Puebla","Huauchinango","Lomas de Chapultepec","PU.HU.LC"
"1747","Puebla","Huauchinango","Cuacuila","PU.HU.CC"
"1748","Puebla","Huauchinango","Los Capulines","PU.HU.LC"
"1749","Puebla","Huauchinango","Chapultepec","PU.HU.CC"
"1750","Puebla","Huauchinango","Linda Vista","PU.HU.LV"
"1751","Puebla","Huauchinango","La Aurora","PU.HU.LA"
"1752","Puebla","Huauchinango","El Mirador I","PU.HU.EI"
"1753","Puebla","Huauchinango","Santiago","PU.HU.SS"
"1754","Puebla","Huauchinango","La Mesita","PU.HU.LM"
"1755","Puebla","Huauchinango","La Partada","PU.HU.LP"
"1756","Puebla","Huauchinango","Nuevo Milenio","PU.HU.NM"
"1757","Puebla","Huauchinango","Piedras Pintadas","PU.HU.PP"
"1758","Puebla","Huauchinango","La Joya","PU.HU.LJ"
"1759","Puebla","Huauchinango","Lomas de Bellavista","PU.HU.LB"
"1760","Puebla","Huauchinango","El Ocotal","PU.HU.EO"
"1761","Puebla","Huauchinango","Bellavista","PU.HU.BB"
"1762","Puebla","Huauchinango","La Herradura","PU.HU.LH"
"1763","Puebla","Huauchinango","Antonio Amador Quintero","PU.HU.AQ"
"1764","Puebla","Huauchinango","San Ángel","PU.HU.SÁ"
"1765","Puebla","Huauchinango","Río Chiquito","PU.HU.RC"
"1766","Puebla","Huauchinango","El Llano","PU.HU.EL"
"1767","Puebla","Huauchinango","Hortalizas","PU.HU.HH"
"1768","Puebla","Huauchinango","Monterrey","PU.HU.MM"
"1769","Puebla","Huauchinango","Adolfo López Mateos","PU.HU.AM"
"1770","Puebla","Huauchinango","Cruz Blanca","PU.HU.CB"
"1771","Puebla","Huauchinango","Ruiz Cortines","PU.HU.RC"
"1772","Puebla","Huauchinango","El Mirador II","PU.HU.EI"
"1773","Puebla","Huauchinango","14 de Octubre","PU.HU.1O"
"1774","Puebla","Huauchinango","Ahuacatitla","PU.HU.AA"
"1775","Puebla","Huauchinango","Huauchinango","PU.HU.HH"
"1776","Puebla","Huauchinango","Francisco Villa","PU.HU.FV"
"1777","Puebla","Huauchinango","Proyecto 2000","PU.HU.P2"
"1778","Puebla","Huauchinango","Santa Catarina","PU.HU.SC"
"1779","Puebla","Huauchinango","Cruz del Milagro","PU.HU.CM"
"1780","Puebla","Huauchinango","Constitución","PU.HU.CC"
"1781","Puebla","Huauchinango","Santa Cruz","PU.HU.SC"
"1782","Puebla","Huauchinango","La Morena","PU.HU.LM"
"1783","Puebla","Huauchinango","Valles del Rincón","PU.HU.VR"
"1784","Puebla","Huauchinango","Insurgentes","PU.HU.II"
"1785","Puebla","Huauchinango","Cruz del Milagro","PU.HU.CM"
"1786","Puebla","Huauchinango","Libertad","PU.HU.LL"
"1787","Puebla","Huauchinango","El Paraíso","PU.HU.EP"
"1788","Puebla","Huauchinango","La Estrella","PU.HU.LE"
"1789","Puebla","Huauchinango","El Ahuacatal","PU.HU.EA"
"1790","Puebla","Huauchinango","El Potro","PU.HU.EP"
"1791","Puebla","Huauchinango","Rincón de la Cruz","PU.HU.RC"
"1792","Puebla","Huauchinango","Catalina","PU.HU.CC"
"1793","Puebla","Huauchinango","Sección 39","PU.HU.S3"
"1794","Puebla","Huauchinango","Las Flores","PU.HU.LF"
"1795","Puebla","Huauchinango","Atzopic","PU.HU.AA"
"1796","Puebla","Huauchinango","INFONAVIT Zacamila","PU.HU.IZ"
"1797","Puebla","Huauchinango","Luis Donaldo Colosio","PU.HU.LC"
"1798","Puebla","Huauchinango","FOVISSSTE","PU.HU.FF"
"1799","Puebla","Huauchinango","Electricista","PU.HU.EE"
"1800","Puebla","Huauchinango","La Villa","PU.HU.LV"
"1801","Puebla","Huauchinango","Carmen Serdán","PU.HU.CS"
"1802","Puebla","Huauchinango","Lomas de Zacamila","PU.HU.LZ"
"1803","Puebla","Huauchinango","FSTSE","PU.HU.FF"
"1804","Puebla","Huauchinango","Valle Fénix","PU.HU.VF"
"1805","Puebla","Huauchinango","Rancho Viejo","PU.HU.RV"
"1806","Puebla","Huauchinango","Emiliano Zapata","PU.HU.EZ"
"1807","Puebla","Huauchinango","Tlalcoyunga","PU.HU.TT"
"1808","Puebla","Huauchinango","Miguel Hidalgo","PU.HU.MH"
"1809","Puebla","Huauchinango","Vima","PU.HU.VV"
"1810","Puebla","Huauchinango","Benito Juárez","PU.HU.BJ"
"1811","Puebla","Huauchinango","La Palpa","PU.HU.LP"
"1812","Puebla","Huauchinango","Lomas del Bosque","PU.HU.LB"
"1813","Puebla","Huauchinango","Quetzalcoatl","PU.HU.QQ"
"1814","Puebla","Huauchinango","Zacamila","PU.HU.ZZ"
"1815","Puebla","Huauchinango","Los Ángeles","PU.HU.LÁ"
"1816","Puebla","Ahuazotepec","Ahuazotepec","PU.AH.AA"
"1817","Puebla","Ahuazotepec","Segunda Sección","PU.AH.SS"
"1818","Puebla","Ahuazotepec","Ahuazotepec","PU.AH.AA"
"1819","Puebla","Ahuazotepec","Ahuacatla","PU.AH.AA"
"1820","Puebla","Ahuazotepec","Beristain","PU.AH.BB"
"1821","Puebla","Ahuazotepec","Laguna Seca","PU.AH.LS"
"1822","Puebla","Ahuazotepec","Tejamaniles","PU.AH.TT"
"1823","Puebla","Ahuazotepec","Buenavista","PU.AH.BB"
"1824","Puebla","Juan Galindo","Nuevo Necaxa","PU.JU.NN"
"1825","Puebla","Juan Galindo","El Naranjal","PU.JU.EN"
"1826","Puebla","Juan Galindo","Morelos","PU.JU.MM"
"1827","Puebla","Juan Galindo","Juárez","PU.JU.JJ"
"1828","Puebla","Juan Galindo","PEMEX","PU.JU.PP"
"1829","Puebla","Juan Galindo","Hidalgo","PU.JU.HH"
"1830","Puebla","Juan Galindo","Agua Azul","PU.JU.AA"
"1831","Puebla","Juan Galindo","Los Alpes","PU.JU.LA"
"1832","Puebla","Juan Galindo","Nezoaya","PU.JU.NN"
"1833","Puebla","Juan Galindo","Necaxaltépetl","PU.JU.NN"
"1834","Puebla","Juan Galindo","Dos Caminos","PU.JU.DC"
"1835","Puebla","Juan Galindo","La Mesa","PU.JU.LM"
"1836","Puebla","Juan Galindo","Azteca","PU.JU.AA"
"1837","Puebla","Juan Galindo","Loma Bonita","PU.JU.LB"
"1838","Puebla","Juan Galindo","El Salto","PU.JU.ES"
"1839","Puebla","Juan Galindo","Salto Chico","PU.JU.SC"
"1840","Puebla","Juan Galindo","Cuautlita (El Gamito)","PU.JU.CG"
"1841","Puebla","Tlaola","Tlaola","PU.TL.TT"
"1842","Puebla","Tlaola","Xochinanacatlán","PU.TL.XX"
"1843","Puebla","Tlaola","Xaltepuxtla","PU.TL.XX"
"1844","Puebla","Tlaola","Tlaltepango","PU.TL.TT"
"1845","Puebla","Tlaola","Chicahuaxtla","PU.TL.CC"
"1846","Puebla","Tlaola","Caxapotla","PU.TL.CC"
"1847","Puebla","Tlaola","Amacugtla","PU.TL.AA"
"1848","Puebla","Tlaola","Nixcugtla","PU.TL.NN"
"1849","Puebla","Tlaola","Tlaticoxca","PU.TL.TT"
"1850","Puebla","Tlaola","Ayahualco","PU.TL.AA"
"1851","Puebla","Tlaola","Coligque","PU.TL.CC"
"1852","Puebla","Tlaola","Coxolitla","PU.TL.CC"
"1853","Puebla","Tlaola","Tlacocugtla","PU.TL.TT"
"1854","Puebla","Tlaola","Nuevo Hidalgo","PU.TL.NH"
"1855","Puebla","Tlaola","Tlapitzalapa","PU.TL.TT"
"1856","Puebla","Tlaola","Amanalco","PU.TL.AA"
"1857","Puebla","Tlaola","Cocolongo","PU.TL.CC"
"1858","Puebla","Tlaola","Santa Cruz","PU.TL.SC"
"1859","Puebla","Tlaola","Cugtzonticpa","PU.TL.CC"
"1860","Puebla","Tlaola","Tlaltentiloya","PU.TL.TT"
"1861","Puebla","Tlaola","Yetla","PU.TL.YY"
"1862","Puebla","Tlaola","Tlatlapanala","PU.TL.TT"
"1863","Puebla","Tlaola","Nexapa Ahila","PU.TL.NA"
"1864","Puebla","Tlaola","La Gallera","PU.TL.LG"
"1865","Puebla","Tlaola","La Herradura","PU.TL.LH"
"1866","Puebla","Tlaola","Atenco","PU.TL.AA"
"1867","Puebla","Tlaola","Salazar Herrera","PU.TL.SH"
"1868","Puebla","Tlaola","Ocoxocotla","PU.TL.OO"
"1869","Puebla","Tlaola","Atitlalaya","PU.TL.AA"
"1870","Puebla","Tlaola","Capultitla","PU.TL.CC"
"1871","Puebla","Tlaola","Cocolixtla","PU.TL.CC"
"1872","Puebla","Tlaola","Huixtla","PU.TL.HH"
"1873","Puebla","Tlaola","San José","PU.TL.SJ"
"1874","Puebla","Tlaola","Atequexquitla","PU.TL.AA"
"1875","Puebla","Tlaola","Plan de Cuamila","PU.TL.PC"
"1876","Puebla","Tlaola","Cuamila","PU.TL.CC"
"1877","Puebla","Tlaola","Tlatzohuiloya","PU.TL.TT"
"1878","Puebla","Tlaola","San Isidro Acatlán","PU.TL.SA"
"1879","Puebla","Tlaola","Tzitzicazapa","PU.TL.TT"
"1880","Puebla","Zihuateutla","Cerro Verde","PU.ZI.CV"
"1881","Puebla","Zihuateutla","La Unión","PU.ZI.LU"
"1882","Puebla","Zihuateutla","Zihuateutla","PU.ZI.ZZ"
"1883","Puebla","Zihuateutla","El Rincón","PU.ZI.ER"
"1884","Puebla","Zihuateutla","Las Margaritas","PU.ZI.LM"
"1885","Puebla","Zihuateutla","La Tranca de Fierro","PU.ZI.LF"
"1886","Puebla","Zihuateutla","El Carmen","PU.ZI.EC"
"1887","Puebla","Zihuateutla","Cre-Leg","PU.ZI.CC"
"1888","Puebla","Zihuateutla","La Virgen","PU.ZI.LV"
"1889","Puebla","Zihuateutla","El Limonar","PU.ZI.EL"
"1890","Puebla","Zihuateutla","La Providencia","PU.ZI.LP"
"1891","Puebla","Zihuateutla","El Cerro","PU.ZI.EC"
"1892","Puebla","Zihuateutla","El Cafetín","PU.ZI.EC"
"1893","Puebla","Zihuateutla","El Progreso Chico","PU.ZI.EC"
"1894","Puebla","Zihuateutla","Loma Bonita","PU.ZI.LB"
"1895","Puebla","Zihuateutla","Sanabu","PU.ZI.SS"
"1896","Puebla","Zihuateutla","El Recuerdo","PU.ZI.ER"
"1897","Puebla","Zihuateutla","La Chiquita","PU.ZI.LC"
"1898","Puebla","Zihuateutla","El Plantel","PU.ZI.EP"
"1899","Puebla","Zihuateutla","Susy","PU.ZI.SS"
"1900","Puebla","Zihuateutla","El Progreso Grande","PU.ZI.EG"
"1901","Puebla","Zihuateutla","Ocomantla","PU.ZI.OO"
"1902","Puebla","Zihuateutla","Cuatechalotla","PU.ZI.CC"
"1903","Puebla","Zihuateutla","Tecpatlán","PU.ZI.TT"
"1904","Puebla","Zihuateutla","Cacahuatlán","PU.ZI.CC"
"1905","Puebla","Zihuateutla","Los Tulipanes","PU.ZI.LT"
"1906","Puebla","Zihuateutla","Las Chachitas","PU.ZI.LC"
"1907","Puebla","Zihuateutla","Grano de Oro","PU.ZI.GO"
"1908","Puebla","Zihuateutla","Las Margaritas","PU.ZI.LM"
"1909","Puebla","Zihuateutla","Santa Alicia","PU.ZI.SA"
"1910","Puebla","Zihuateutla","Los Pinos","PU.ZI.LP"
"1911","Puebla","Zihuateutla","El Dorado","PU.ZI.ED"
"1912","Puebla","Zihuateutla","Loma Bonita","PU.ZI.LB"
"1913","Puebla","Zihuateutla","San Nicolás","PU.ZI.SN"
"1914","Puebla","Zihuateutla","Los Manguitos","PU.ZI.LM"
"1915","Puebla","Zihuateutla","Puebla","PU.ZI.PP"
"1916","Puebla","Zihuateutla","La Laguna","PU.ZI.LL"
"1917","Puebla","Zihuateutla","Ejido Tenanguito","PU.ZI.ET"
"1918","Puebla","Zihuateutla","Arroyo Mano","PU.ZI.AM"
"1919","Puebla","Zihuateutla","Cerro Azul","PU.ZI.CA"
"1920","Puebla","Zihuateutla","Ernesto Hernández","PU.ZI.EH"
"1921","Puebla","Zihuateutla","Cuaunepixca","PU.ZI.CC"
"1922","Puebla","Zihuateutla","Cuaunepixca (La Cumbre)","PU.ZI.CC"
"1923","Puebla","Zihuateutla","Tenanguito","PU.ZI.TT"
"1924","Puebla","Zihuateutla","El Rosario (Anayal)","PU.ZI.E("
"1925","Puebla","Zihuateutla","La Planada","PU.ZI.LP"
"1926","Puebla","Zihuateutla","Carmen (Finca el Matadero)","PU.ZI.CM"
"1927","Puebla","Zihuateutla","El Porvenir","PU.ZI.EP"
"1928","Puebla","Zihuateutla","Azcatlán","PU.ZI.AA"
"1929","Puebla","Zihuateutla","Nanacatepec","PU.ZI.NN"
"1930","Puebla","Zihuateutla","La Florida","PU.ZI.LF"
"1931","Puebla","Zihuateutla","El Milagro","PU.ZI.EM"
"1932","Puebla","Zihuateutla","La Orquídea","PU.ZI.LO"
"1933","Puebla","Zihuateutla","La Trinidad","PU.ZI.LT"
"1934","Puebla","Zihuateutla","La Mesa del Crucero (La Mesita)","PU.ZI.LM"
"1935","Puebla","Zihuateutla","El Rinconcito","PU.ZI.ER"
"1936","Puebla","Zihuateutla","Nueva","PU.ZI.NN"
"1937","Puebla","Zihuateutla","Mazacoatlán","PU.ZI.MM"
"1938","Puebla","Zihuateutla","Lagunillas","PU.ZI.LL"
"1939","Puebla","Zihuateutla","Arroyo Seco","PU.ZI.AS"
"1940","Puebla","Zihuateutla","Los Pinos","PU.ZI.LP"
"1941","Puebla","Zihuateutla","Telolotla","PU.ZI.TT"
"1942","Puebla","Jopala","Buenos Aires","PU.JO.BA"
"1943","Puebla","Jopala","Jopala","PU.JO.JJ"
"1944","Puebla","Jopala","Sataskauat","PU.JO.SS"
"1945","Puebla","Jopala","Izquimpan","PU.JO.II"
"1946","Puebla","Jopala","Bugambilias (La Cruz)","PU.JO.BC"
"1947","Puebla","Jopala","El Guayabo","PU.JO.EG"
"1948","Puebla","Jopala","Plan Chico","PU.JO.PC"
"1949","Puebla","Jopala","Chicontla","PU.JO.CC"
"1950","Puebla","Jopala","Patla","PU.JO.PP"
"1951","Puebla","Jopala","Tlaolantongo","PU.JO.TT"
"1952","Puebla","Jopala","Cuamaxalco","PU.JO.CC"
"1953","Puebla","Jopala","La Cumbre (De Chicontla)","PU.JO.LC"
"1954","Puebla","Jopala","San Martín","PU.JO.SM"
"1955","Puebla","Jopala","Rancho Nuevo","PU.JO.RN"
"1956","Puebla","Jopala","Pilar II","PU.JO.PI"
"1957","Puebla","Jopala","San Francisco","PU.JO.SF"
"1958","Puebla","Jopala","Arroyo Hondo","PU.JO.AH"
"1959","Puebla","Jopala","El Encinal","PU.JO.EE"
"1960","Puebla","Jopala","La Concha","PU.JO.LC"
"1961","Puebla","Jopala","Oro Verde (Monte de Chila)","PU.JO.OC"
"1962","Puebla","Jopala","Tambortitla","PU.JO.TT"
"1963","Puebla","Jopala","Ocopetatal","PU.JO.OO"
"1964","Puebla","Jopala","Tecuantla (Los Reyes)","PU.JO.TR"
"1965","Puebla","Jopala","Chicontla","PU.JO.CC"
"1966","Puebla","Jopala","Cinco de Octubre","PU.JO.CO"
"1967","Puebla","Tlapacoya","Tlapacoya","PU.TL.TT"
"1968","Puebla","Tlapacoya","San Miguel Tilapa","PU.TL.ST"
"1969","Puebla","Tlapacoya","Ahuacatlaya","PU.TL.AA"
"1970","Puebla","Tlapacoya","San Antonio Tlilapa","PU.TL.ST"
"1971","Puebla","Tlapacoya","Tlamaya Grande","PU.TL.TG"
"1972","Puebla","Tlapacoya","Barrio los Vázquez","PU.TL.BV"
"1973","Puebla","Tlapacoya","San Andrés Buenavista","PU.TL.SB"
"1974","Puebla","Tlapacoya","Benito Juárez (Xicalango)","PU.TL.B("
"1975","Puebla","Tlapacoya","Los Vázquez","PU.TL.LV"
"1976","Puebla","Tlapacoya","La Palma","PU.TL.LP"
"1977","Puebla","Tlapacoya","Zintlapal","PU.TL.ZZ"
"1978","Puebla","Tlapacoya","Tlamaya Chico","PU.TL.TC"
"1979","Puebla","Tlapacoya","La Cruz","PU.TL.LC"
"1980","Puebla","Tlapacoya","Cuatepalcatla","PU.TL.CC"
"1981","Puebla","Tlapacoya","La Gruta","PU.TL.LG"
"1982","Puebla","Tlapacoya","La Cumbre","PU.TL.LC"
"1983","Puebla","Tlapacoya","Zoquiapa","PU.TL.ZZ"
"1984","Puebla","Tlapacoya","Xochicugtla (Barrio los Cortés)","PU.TL.XC"
"1985","Puebla","Chignahuapan","Acolihua","PU.CH.AA"
"1986","Puebla","Chignahuapan","Sebastopol y Anexa","PU.CH.SA"
"1987","Puebla","Chignahuapan","Ixtlahuaca","PU.CH.II"
"1988","Puebla","Chignahuapan","Toltempan","PU.CH.TT"
"1989","Puebla","Chignahuapan","Chignahuapan","PU.CH.CC"
"1990","Puebla","Chignahuapan","Michac","PU.CH.MM"
"1991","Puebla","Chignahuapan","Ajolotla","PU.CH.AA"
"1992","Puebla","Chignahuapan","Cuautelolulco","PU.CH.CC"
"1993","Puebla","Chignahuapan","Loma Alta","PU.CH.LA"
"1994","Puebla","Chignahuapan","San Miguel Lastiri","PU.CH.SL"
"1995","Puebla","Chignahuapan","Teotlalpan","PU.CH.TT"
"1996","Puebla","Chignahuapan","Tzitla","PU.CH.TT"
"1997","Puebla","Chignahuapan","Cruz Colorada","PU.CH.CC"
"1998","Puebla","Chignahuapan","Ocojala","PU.CH.OO"
"1999","Puebla","Chignahuapan","Cañada de Piedras","PU.CH.CP"
"2000","Puebla","Chignahuapan","San Francisco Terrerillos","PU.CH.ST"
"2001","Puebla","Chignahuapan","Peñuelas o Pueblo Nuevo","PU.CH.PN"
"2002","Puebla","Chignahuapan","3 Cabezas","PU.CH.3C"
"2003","Puebla","Chignahuapan","San Claudio 1","PU.CH.S1"
"2004","Puebla","Chignahuapan","Acoculco","PU.CH.AA"
"2005","Puebla","Chignahuapan","Corral Blanco","PU.CH.CB"
"2006","Puebla","Chignahuapan","Pedernales","PU.CH.PP"
"2007","Puebla","Chignahuapan","El Paredón","PU.CH.EP"
"2008","Puebla","Chignahuapan","Capulaquito","PU.CH.CC"
"2009","Puebla","Chignahuapan","La Gloria","PU.CH.LG"
"2010","Puebla","Chignahuapan","Tenancingo","PU.CH.TT"
"2011","Puebla","Chignahuapan","San Antonio Metlahuacales","PU.CH.SM"
"2012","Puebla","Chignahuapan","Atlamaxac","PU.CH.AA"
"2013","Puebla","Chignahuapan","Matlahuacales de Aquiles Serdán","PU.CH.MS"
"2014","Puebla","Chignahuapan","Piedra Ancha","PU.CH.PA"
"2015","Puebla","Chignahuapan","Tecoloquillo","PU.CH.TT"
"2016","Puebla","Chignahuapan","San Isidro Coliuca","PU.CH.SC"
"2017","Puebla","Chignahuapan","Villa Cuauhtémoc","PU.CH.VC"
"2018","Puebla","Chignahuapan","Tecoyuca","PU.CH.TT"
"2019","Puebla","Chignahuapan","San Luis del Valle","PU.CH.SV"
"2020","Puebla","Chignahuapan","Nacayolo","PU.CH.NN"
"2021","Puebla","Chignahuapan","Llano Verde","PU.CH.LV"
"2022","Puebla","Chignahuapan","Ciénega Larga","PU.CH.CL"
"2023","Puebla","Chignahuapan","Rio Chico","PU.CH.RC"
"2024","Puebla","Chignahuapan","Rinconada","PU.CH.RR"
"2025","Puebla","Chignahuapan","Calapa","PU.CH.CC"
"2026","Puebla","Chignahuapan","Llano Grande","PU.CH.LG"
"2027","Puebla","Chignahuapan","Los Ranchos (Rinconada)","PU.CH.L("
"2028","Puebla","Zacatlán","El Cerrito","PU.ZA.EC"
"2029","Puebla","Zacatlán","2 Caminos","PU.ZA.2C"
"2030","Puebla","Zacatlán","Lindavista Cuautilulco","PU.ZA.LC"
"2031","Puebla","Zacatlán","San José Maquixtla","PU.ZA.SM"
"2032","Puebla","Zacatlán","San Sebastián","PU.ZA.SS"
"2033","Puebla","Zacatlán","El Brinco","PU.ZA.EB"
"2034","Puebla","Zacatlán","San Bartolo","PU.ZA.SB"
"2035","Puebla","Zacatlán","Niños Héroes","PU.ZA.NH"
"2036","Puebla","Zacatlán","El Arco","PU.ZA.EA"
"2037","Puebla","Zacatlán","Lindavista Centro","PU.ZA.LC"
"2038","Puebla","Zacatlán","La Cuesta","PU.ZA.LC"
"2039","Puebla","Zacatlán","El Fresno","PU.ZA.EF"
"2040","Puebla","Zacatlán","Luis Cabrera","PU.ZA.LC"
"2041","Puebla","Zacatlán","La Cañada","PU.ZA.LC"
"2042","Puebla","Zacatlán","El Aguacate","PU.ZA.EA"
"2043","Puebla","Zacatlán","Hoja Ancha","PU.ZA.HA"
"2044","Puebla","Zacatlán","Cruz del Guardián","PU.ZA.CG"
"2045","Puebla","Zacatlán","Las Huertas","PU.ZA.LH"
"2046","Puebla","Zacatlán","5 de Febrero","PU.ZA.5F"
"2047","Puebla","Zacatlán","El Nogal","PU.ZA.EN"
"2048","Puebla","Zacatlán","Tlachica","PU.ZA.TT"
"2049","Puebla","Zacatlán","El Posito","PU.ZA.EP"
"2050","Puebla","Zacatlán","Loma Bonita","PU.ZA.LB"
"2051","Puebla","Zacatlán","Damnificados","PU.ZA.DD"
"2052","Puebla","Zacatlán","Las Peñas","PU.ZA.LP"
"2053","Puebla","Zacatlán","El Rosal","PU.ZA.ER"
"2054","Puebla","Zacatlán","Cuautilulco","PU.ZA.CC"
"2055","Puebla","Zacatlán","El Ranchito","PU.ZA.ER"
"2056","Puebla","Zacatlán","Central Camionera","PU.ZA.CC"
"2057","Puebla","Zacatlán","Panteones","PU.ZA.PP"
"2058","Puebla","Zacatlán","Loma Linda","PU.ZA.LL"
"2059","Puebla","Zacatlán","La Estrella","PU.ZA.LE"
"2060","Puebla","Zacatlán","Altica","PU.ZA.AA"
"2061","Puebla","Zacatlán","El Moral","PU.ZA.EM"
"2062","Puebla","Zacatlán","Luis Donaldo Colosio","PU.ZA.LC"
"2063","Puebla","Zacatlán","Zacatlán Centro","PU.ZA.ZC"
"2064","Puebla","Zacatlán","El Calvario","PU.ZA.EC"
"2065","Puebla","Zacatlán","El Progreso","PU.ZA.EP"
"2066","Puebla","Zacatlán","Lomas del Calvario","PU.ZA.LC"
"2067","Puebla","Zacatlán","Gabino Barreda","PU.ZA.GB"
"2068","Puebla","Zacatlán","La Ciénega","PU.ZA.LC"
"2069","Puebla","Zacatlán","La Guadalupana","PU.ZA.LG"
"2070","Puebla","Zacatlán","Unidad Deportiva","PU.ZA.UD"
"2071","Puebla","Zacatlán","7 de Enero","PU.ZA.7E"
"2072","Puebla","Zacatlán","Poxtla","PU.ZA.PP"
"2073","Puebla","Zacatlán","San José","PU.ZA.SJ"
"2074","Puebla","Zacatlán","San Agustín","PU.ZA.SA"
"2075","Puebla","Zacatlán","Santa Julia","PU.ZA.SJ"
"2076","Puebla","Zacatlán","Xiutepec","PU.ZA.XX"
"2077","Puebla","Zacatlán","Paseos de Zacatlán","PU.ZA.PZ"
"2078","Puebla","Zacatlán","Cruz de Pasión","PU.ZA.CP"
"2079","Puebla","Zacatlán","Huauchinancingo","PU.ZA.HH"
"2080","Puebla","Zacatlán","Hueyapan","PU.ZA.HH"
"2081","Puebla","Zacatlán","La Loma","PU.ZA.LL"
"2082","Puebla","Zacatlán","Tlaltempa Buenavista","PU.ZA.TB"
"2083","Puebla","Zacatlán","San Cristóbal Xochimilpa","PU.ZA.SX"
"2084","Puebla","Zacatlán","Jilotzingo","PU.ZA.JJ"
"2085","Puebla","Zacatlán","Tepeixco","PU.ZA.TT"
"2086","Puebla","Zacatlán","Cruztitla","PU.ZA.CC"
